chr	pos	strand	type	num_C	depth	percentage	isMeth
chr1	16709	+	CHH	0	9	0	0
chr1	16711	+	CHH	0	9	0	0
chr1	16722	+	CHH	0	9	0	0
chr1	16723	+	CHH	0	9	0	0
chr1	16728	+	CHG	0	9	0	0
chr1	16731	+	CHH	0	9	0	0
chr1	16732	+	CHH	0	9	0	0
chr1	16734	+	CHH	0	10	0	0
chr1	16736	+	CHH	0	11	0	0
chr1	16744	+	CHH	0	8	0	0
chr1	16747	+	CHH	0	8	0	0
chr1	16748	+	CHH	0	8	0	0
chr1	16749	+	CHH	0	8	0	0
chr1	16750	+	CHH	0	8	0	0
chr1	16752	+	CHH	0	7	0	0
chr1	16754	+	CHH	0	7	0	0
chr1	16757	+	CHH	0	7	0	0
chr1	16759	+	CG	0	7	0	0
chr1	16763	+	CHH	0	5	0	0
chr1	16765	+	CHH	0	5	0	0
chr1	16769	+	CHH	0	5	0	0
chr1	16771	+	CHH	0	5	0	0
chr1	16773	+	CHH	0	5	0	0
chr1	16774	+	CHH	0	5	0	0
chr1	16781	+	CHH	0	6	0	0
chr1	16792	+	CHH	0	5	0	0
chr1	16912	+	CHH	0	5	0	0
chr1	16915	+	CG	0	5	0	0
chr1	16919	+	CHG	0	6	0	0
chr1	16923	+	CHH	0	6	0	0
chr1	16924	+	CHH	0	6	0	0
chr1	16930	+	CHH	0	6	0	0
chr1	16931	+	CHH	0	6	0	0
chr1	16943	+	CHH	2	7	0.285714	1
chr1	16956	+	CG	0	6	0	0
chr1	16968	+	CHG	0	7	0	0
chr1	16971	+	CHH	1	7	0.142857	0
chr1	16974	+	CG	0	7	0	0
chr1	16978	+	CHH	0	7	0	0
chr1	16989	+	CHH	0	7	0	0
chr1	17012	+	CHH	2	7	0.285714	1
chr1	17015	+	CHH	2	7	0.285714	1
chr1	17602	+	CG	5	7	0.714286	1
chr1	17617	+	CHH	3	7	0.428571	1
chr1	17622	+	CHH	0	7	0	0
chr1	18436	+	CG	5	5	1	1
chr1	18441	+	CG	4	5	0.8	1
chr1	18446	+	CG	4	6	0.666667	1
chr1	18448	+	CG	5	6	0.833333	1
chr1	18451	+	CHH	3	6	0.5	1
chr1	18452	+	CHG	5	6	0.833333	1
chr1	18467	+	CHG	6	6	1	1
chr1	18486	+	CHG	6	7	0.857143	1
chr1	18490	+	CHH	3	7	0.428571	1
chr1	18491	+	CHH	3	7	0.428571	1
chr1	18492	+	CHH	6	7	0.857143	1
chr1	18501	+	CHH	4	6	0.666667	1
chr1	18503	+	CHH	4	6	0.666667	1
chr1	18516	+	CG	6	6	1	1
chr1	18612	+	CHH	2	6	0.333333	1
chr1	18744	+	CHG	6	7	0.857143	1
chr1	18752	+	CHH	0	7	0	0
chr1	18886	+	CHH	0	5	0	0
chr1	18901	+	CHH	0	6	0	0
chr1	18906	+	CHH	0	6	0	0
chr1	19041	+	CHH	0	5	0	0
chr1	19081	+	CHG	0	6	0	0
chr1	19089	+	CHH	0	7	0	0
chr1	19091	+	CHH	0	7	0	0
chr1	19094	+	CHH	0	7	0	0
chr1	19102	+	CG	0	5	0	0
chr1	19108	+	CHH	0	5	0	0
chr1	19110	+	CHH	0	5	0	0
chr1	19112	+	CHH	0	5	0	0
chr1	19114	+	CHG	0	5	0	0
chr1	19134	+	CHG	0	8	0	0
chr1	19140	+	CHH	0	9	0	0
chr1	19141	+	CHH	0	9	0	0
chr1	19148	+	CHH	0	8	0	0
chr1	19152	+	CHH	0	7	0	0
chr1	19163	+	CHH	0	6	0	0
chr1	19169	+	CHH	0	7	0	0
chr1	19172	+	CHH	0	7	0	0
chr1	19213	+	CG	0	8	0	0
chr1	19222	+	CHG	0	8	0	0
chr1	19225	+	CHH	1	7	0.142857	0
chr1	19231	+	CHG	0	7	0	0
chr1	19241	+	CHH	0	10	0	0
chr1	19258	+	CHH	0	10	0	0
chr1	19264	+	CHH	0	9	0	0
chr1	19272	+	CHH	0	7	0	0
chr1	19286	+	CG	0	11	0	0
chr1	19292	+	CHG	0	10	0	0
chr1	19298	+	CHH	0	11	0	0
chr1	19305	+	CHH	0	13	0	0
chr1	19315	+	CHG	0	12	0	0
chr1	19340	+	CHH	0	10	0	0
chr1	19343	+	CHH	0	11	0	0
chr1	19346	+	CHG	0	11	0	0
chr1	19350	+	CHH	0	11	0	0
chr1	19356	+	CHH	0	11	0	0
chr1	19357	+	CHH	0	11	0	0
chr1	19358	+	CHH	0	11	0	0
chr1	19359	+	CHH	0	11	0	0
chr1	19365	+	CHH	0	9	0	0
chr1	19373	+	CHH	0	8	0	0
chr1	19392	+	CHH	0	7	0	0
chr1	19397	+	CHH	0	6	0	0
chr1	19399	+	CHH	0	6	0	0
chr1	19400	+	CHH	0	6	0	0
chr1	19402	+	CHH	0	6	0	0
chr1	19405	+	CHH	0	6	0	0
chr1	19407	+	CG	0	5	0	0
chr1	19411	+	CHH	0	7	0	0
chr1	19434	+	CHH	0	7	0	0
chr1	19435	+	CHH	0	7	0	0
chr1	19450	+	CHG	0	7	0	0
chr1	19456	+	CHH	0	7	0	0
chr1	19471	+	CHH	0	7	0	0
chr1	19477	+	CHH	0	7	0	0
chr1	19483	+	CHH	0	7	0	0
chr1	19489	+	CHH	0	7	0	0
chr1	19679	+	CHH	0	6	0	0
chr1	19683	+	CHH	0	6	0	0
chr1	19687	+	CHH	0	7	0	0
chr1	19690	+	CG	0	7	0	0
chr1	19695	+	CHH	0	7	0	0
chr1	19702	+	CHH	0	7	0	0
chr1	19706	+	CHH	0	7	0	0
chr1	19708	+	CHH	0	7	0	0
chr1	19714	+	CHH	0	8	0	0
chr1	19718	+	CHH	0	9	0	0
chr1	19719	+	CHH	0	9	0	0
chr1	19723	+	CHG	0	9	0	0
chr1	19740	+	CHH	0	8	0	0
chr1	19748	+	CHG	0	10	0	0
chr1	19781	+	CG	0	7	0	0
chr1	19795	+	CHG	0	8	0	0
chr1	19806	+	CHH	0	7	0	0
chr1	19810	+	CHH	0	6	0	0
chr1	19812	+	CHH	0	6	0	0
chr1	19813	+	CHH	0	6	0	0
chr1	19827	+	CG	0	7	0	0
chr1	19831	+	CG	0	7	0	0
chr1	19835	+	CG	0	6	0	0
chr1	19847	+	CHH	0	5	0	0
chr1	19848	+	CHH	0	5	0	0
chr1	19850	+	CHH	0	5	0	0
chr1	19872	+	CHH	0	8	0	0
chr1	19881	+	CG	0	9	0	0
chr1	19885	+	CG	0	10	0	0
chr1	19901	+	CHH	0	13	0	0
chr1	19909	+	CHH	0	13	0	0
chr1	19931	+	CHH	0	14	0	0
chr1	19934	+	CHH	1	13	0.0769231	0
chr1	19954	+	CHH	0	16	0	0
chr1	19957	+	CHH	0	16	0	0
chr1	19984	+	CG	0	9	0	0
chr1	19987	+	CHH	0	9	0	0
chr1	19994	+	CHH	0	6	0	0
chr1	20005	+	CHH	0	8	0	0
chr1	20010	+	CHH	0	8	0	0
chr1	20015	+	CG	0	8	0	0
chr1	20020	+	CHH	0	7	0	0
chr1	20021	+	CHH	0	7	0	0
chr1	20024	+	CHH	0	7	0	0
chr1	20032	+	CHH	0	5	0	0
chr1	20036	+	CHH	0	6	0	0
chr1	20040	+	CHG	0	6	0	0
chr1	20045	+	CHH	0	6	0	0
chr1	20052	+	CHH	0	8	0	0
chr1	20055	+	CG	0	8	0	0
chr1	20069	+	CHG	0	10	0	0
chr1	20099	+	CHH	0	10	0	0
chr1	20101	+	CHH	0	11	0	0
chr1	20102	+	CHH	0	11	0	0
chr1	20106	+	CHH	0	13	0	0
chr1	20124	+	CHH	0	11	0	0
chr1	20128	+	CHH	1	11	0.0909091	0
chr1	20151	+	CHH	0	10	0	0
chr1	20160	+	CHH	0	9	0	0
chr1	20163	+	CHH	0	9	0	0
chr1	20200	+	CHH	0	8	0	0
chr1	20206	+	CHH	0	9	0	0
chr1	20213	+	CHH	0	11	0	0
chr1	20229	+	CHH	0	12	0	0
chr1	20230	+	CHH	0	12	0	0
chr1	20234	+	CG	0	12	0	0
chr1	20252	+	CG	0	13	0	0
chr1	20254	+	CHH	0	13	0	0
chr1	20256	+	CHH	0	13	0	0
chr1	20264	+	CHH	0	12	0	0
chr1	20278	+	CHG	0	16	0	0
chr1	20279	+	CG	0	15	0	0
chr1	20284	+	CG	0	16	0	0
chr1	20290	+	CG	0	15	0	0
chr1	20296	+	CG	0	14	0	0
chr1	20300	+	CHH	0	12	0	0
chr1	20301	+	CHH	0	12	0	0
chr1	20317	+	CHH	0	10	0	0
chr1	20322	+	CHH	0	10	0	0
chr1	20325	+	CG	0	10	0	0
chr1	20330	+	CHH	0	10	0	0
chr1	20349	+	CG	0	8	0	0
chr1	20354	+	CHH	0	9	0	0
chr1	20361	+	CG	0	6	0	0
chr1	20375	+	CHH	0	5	0	0
chr1	20377	+	CHH	0	5	0	0
chr1	20392	+	CHH	0	5	0	0
chr1	20393	+	CHH	0	5	0	0
chr1	20398	+	CHH	0	5	0	0
chr1	20400	+	CHH	0	6	0	0
chr1	20401	+	CHH	0	6	0	0
chr1	20405	+	CHH	0	6	0	0
chr1	20407	+	CHH	0	6	0	0
chr1	20409	+	CHH	0	6	0	0
chr1	20410	+	CHH	0	6	0	0
chr1	20416	+	CHH	0	6	0	0
chr1	20418	+	CG	0	6	0	0
chr1	20430	+	CHH	0	6	0	0
chr1	20434	+	CHH	0	6	0	0
chr1	20440	+	CHH	0	7	0	0
chr1	20481	+	CHH	0	5	0	0
chr1	20560	+	CG	0	6	0	0
chr1	20564	+	CHH	0	6	0	0
chr1	20574	+	CHH	0	5	0	0
chr1	20581	+	CHH	0	5	0	0
chr1	20587	+	CHH	0	5	0	0
chr1	20621	+	CG	0	6	0	0
chr1	20624	+	CHH	0	6	0	0
chr1	20625	+	CHH	0	6	0	0
chr1	20626	+	CHH	0	6	0	0
chr1	20691	+	CHH	0	5	0	0
chr1	20693	+	CHH	0	5	0	0
chr1	20695	+	CHH	0	5	0	0
chr1	20701	+	CHH	0	5	0	0
chr1	20702	+	CHH	0	5	0	0
chr1	20719	+	CG	0	6	0	0
chr1	20728	+	CHH	0	6	0	0
chr1	20768	+	CHH	0	6	0	0
chr1	20784	+	CHH	0	5	0	0
chr1	20795	+	CHH	0	5	0	0
chr1	20815	+	CHH	0	5	0	0
chr1	20829	+	CHH	0	7	0	0
chr1	20831	+	CHH	0	7	0	0
chr1	20835	+	CHH	0	7	0	0
chr1	20841	+	CHH	0	5	0	0
chr1	20869	+	CHH	0	10	0	0
chr1	20880	+	CG	0	10	0	0
chr1	20883	+	CHH	0	10	0	0
chr1	20904	+	CHH	0	12	0	0
chr1	20930	+	CHH	0	12	0	0
chr1	20935	+	CHH	0	14	0	0
chr1	20939	+	CHH	0	16	0	0
chr1	20941	+	CG	0	15	0	0
chr1	20943	+	CG	0	14	0	0
chr1	20945	+	CHG	0	13	0	0
chr1	20946	+	CG	0	13	0	0
chr1	20954	+	CHH	0	13	0	0
chr1	20958	+	CHH	0	11	0	0
chr1	20959	+	CHG	1	11	0.0909091	0
chr1	20960	+	CG	0	11	0	0
chr1	20986	+	CHH	0	11	0	0
chr1	20991	+	CHG	0	12	0	0
chr1	20992	+	CG	0	12	0	0
chr1	20996	+	CHH	0	11	0	0
chr1	20997	+	CHG	0	11	0	0
chr1	20998	+	CG	0	11	0	0
chr1	21007	+	CHG	0	9	0	0
chr1	21013	+	CG	0	11	0	0
chr1	21016	+	CG	0	11	0	0
chr1	21019	+	CHG	0	11	0	0
chr1	21020	+	CG	0	12	0	0
chr1	21024	+	CHG	0	13	0	0
chr1	21025	+	CG	0	12	0	0
chr1	21028	+	CHH	0	11	0	0
chr1	21029	+	CHH	1	11	0.0909091	0
chr1	21031	+	CHH	0	12	0	0
chr1	21032	+	CHG	0	12	0	0
chr1	21036	+	CHH	0	13	0	0
chr1	21039	+	CHH	0	14	0	0
chr1	21044	+	CHH	1	16	0.0625	0
chr1	21056	+	CG	0	15	0	0
chr1	21058	+	CHG	1	16	0.0625	0
chr1	21064	+	CHG	1	16	0.0625	0
chr1	21067	+	CHH	0	16	0	0
chr1	21072	+	CHH	0	17	0	0
chr1	21077	+	CHH	0	17	0	0
chr1	21079	+	CG	1	17	0.0588235	0
chr1	21084	+	CHH	0	17	0	0
chr1	21094	+	CHH	0	19	0	0
chr1	21104	+	CG	0	18	0	0
chr1	21119	+	CHG	0	17	0	0
chr1	21122	+	CHH	0	17	0	0
chr1	21131	+	CG	0	15	0	0
chr1	21134	+	CG	0	14	0	0
chr1	21136	+	CHH	0	16	0	0
chr1	21138	+	CHH	1	16	0.0625	0
chr1	21143	+	CHH	0	17	0	0
chr1	21153	+	CG	0	15	0	0
chr1	21157	+	CHH	0	14	0	0
chr1	21159	+	CHG	0	14	0	0
chr1	21162	+	CHH	0	13	0	0
chr1	21167	+	CG	0	13	0	0
chr1	21173	+	CHH	0	12	0	0
chr1	21174	+	CHH	0	12	0	0
chr1	21175	+	CHG	0	11	0	0
chr1	21181	+	CHG	0	10	0	0
chr1	21194	+	CHH	0	12	0	0
chr1	21196	+	CG	0	12	0	0
chr1	21201	+	CG	0	12	0	0
chr1	21209	+	CHH	0	11	0	0
chr1	21211	+	CHH	0	12	0	0
chr1	21213	+	CHH	0	12	0	0
chr1	21215	+	CHH	0	11	0	0
chr1	21216	+	CHH	0	11	0	0
chr1	21222	+	CHG	0	13	0	0
chr1	21223	+	CG	0	13	0	0
chr1	21226	+	CHH	0	11	0	0
chr1	21227	+	CHH	0	11	0	0
chr1	21237	+	CHH	0	10	0	0
chr1	21252	+	CHH	0	13	0	0
chr1	21254	+	CHH	0	13	0	0
chr1	21256	+	CHH	0	13	0	0
chr1	21258	+	CG	0	13	0	0
chr1	21264	+	CHH	0	12	0	0
chr1	21267	+	CG	0	12	0	0
chr1	21274	+	CG	0	11	0	0
chr1	21277	+	CG	0	12	0	0
chr1	21279	+	CHH	0	12	0	0
chr1	21291	+	CHG	0	11	0	0
chr1	21292	+	CG	0	11	0	0
chr1	21310	+	CHH	0	12	0	0
chr1	21318	+	CHH	0	11	0	0
chr1	21319	+	CHG	0	13	0	0
chr1	21335	+	CHH	0	15	0	0
chr1	21336	+	CHH	0	15	0	0
chr1	21354	+	CHG	0	16	0	0
chr1	21365	+	CG	0	18	0	0
chr1	21374	+	CHH	0	15	0	0
chr1	21383	+	CHH	0	15	0	0
chr1	21401	+	CHH	0	17	0	0
chr1	21403	+	CHH	0	18	0	0
chr1	21408	+	CG	0	19	0	0
chr1	21420	+	CG	0	13	0	0
chr1	21423	+	CHG	0	12	0	0
chr1	21428	+	CHG	0	12	0	0
chr1	21432	+	CHH	0	12	0	0
chr1	21433	+	CHH	0	12	0	0
chr1	21434	+	CHH	0	12	0	0
chr1	21440	+	CHH	0	12	0	0
chr1	21446	+	CG	0	11	0	0
chr1	21448	+	CHH	0	12	0	0
chr1	21452	+	CHH	0	12	0	0
chr1	21454	+	CHH	0	11	0	0
chr1	21463	+	CG	0	14	0	0
chr1	21465	+	CHH	0	13	0	0
chr1	21476	+	CHH	0	10	0	0
chr1	21481	+	CHH	0	10	0	0
chr1	21498	+	CHG	0	12	0	0
chr1	21499	+	CG	0	12	0	0
chr1	21503	+	CHH	0	13	0	0
chr1	21504	+	CHH	0	13	0	0
chr1	21505	+	CHH	0	13	0	0
chr1	21506	+	CHH	0	13	0	0
chr1	21507	+	CHH	0	13	0	0
chr1	21514	+	CHH	0	16	0	0
chr1	21517	+	CHH	0	16	0	0
chr1	21551	+	CHG	0	17	0	0
chr1	21558	+	CHH	0	18	0	0
chr1	21570	+	CHH	0	18	0	0
chr1	21572	+	CG	0	19	0	0
chr1	21590	+	CHH	1	19	0.0526316	0
chr1	21596	+	CHH	0	20	0	0
chr1	21597	+	CHH	2	20	0.1	0
chr1	21604	+	CHH	0	17	0	0
chr1	21606	+	CHH	0	17	0	0
chr1	21607	+	CHH	0	17	0	0
chr1	21617	+	CHH	0	17	0	0
chr1	21626	+	CHH	0	12	0	0
chr1	21630	+	CHH	0	12	0	0
chr1	21634	+	CHG	0	11	0	0
chr1	21643	+	CHH	0	9	0	0
chr1	21644	+	CHH	1	9	0.111111	0
chr1	21649	+	CHH	0	9	0	0
chr1	21650	+	CHH	0	9	0	0
chr1	21652	+	CHH	0	9	0	0
chr1	21663	+	CHH	0	8	0	0
chr1	21669	+	CHH	0	8	0	0
chr1	21670	+	CHH	0	8	0	0
chr1	21674	+	CHH	0	7	0	0
chr1	21685	+	CG	0	9	0	0
chr1	21698	+	CHH	0	9	0	0
chr1	21703	+	CHG	0	11	0	0
chr1	21718	+	CHH	0	11	0	0
chr1	21725	+	CHH	0	13	0	0
chr1	21735	+	CG	0	14	0	0
chr1	21740	+	CHG	0	15	0	0
chr1	21758	+	CG	0	17	0	0
chr1	21762	+	CG	0	17	0	0
chr1	21765	+	CHH	0	18	0	0
chr1	21773	+	CG	0	15	0	0
chr1	21775	+	CHH	0	15	0	0
chr1	21779	+	CHH	0	16	0	0
chr1	21780	+	CHH	1	16	0.0625	0
chr1	21784	+	CHG	1	17	0.0588235	0
chr1	21794	+	CHH	0	16	0	0
chr1	21801	+	CHG	0	17	0	0
chr1	21813	+	CHH	0	15	0	0
chr1	21818	+	CHH	0	14	0	0
chr1	21824	+	CHH	0	13	0	0
chr1	21832	+	CHH	0	14	0	0
chr1	21835	+	CG	1	14	0.0714286	0
chr1	21838	+	CHH	0	14	0	0
chr1	21839	+	CHH	0	15	0	0
chr1	21841	+	CHH	0	15	0	0
chr1	21843	+	CHH	0	14	0	0
chr1	21848	+	CG	0	13	0	0
chr1	21851	+	CHH	0	13	0	0
chr1	21854	+	CHH	0	15	0	0
chr1	21858	+	CHH	0	13	0	0
chr1	21861	+	CHH	0	14	0	0
chr1	21872	+	CG	0	14	0	0
chr1	21874	+	CG	0	14	0	0
chr1	21915	+	CHH	0	17	0	0
chr1	21920	+	CG	0	17	0	0
chr1	21924	+	CHH	0	18	0	0
chr1	21927	+	CHG	0	18	0	0
chr1	21932	+	CHH	0	16	0	0
chr1	21933	+	CHH	0	16	0	0
chr1	21939	+	CG	0	16	0	0
chr1	21946	+	CG	0	15	0	0
chr1	21952	+	CHG	0	15	0	0
chr1	21953	+	CG	0	15	0	0
chr1	21963	+	CHH	0	16	0	0
chr1	21981	+	CG	0	16	0	0
chr1	21984	+	CHH	0	17	0	0
chr1	21989	+	CHG	0	17	0	0
chr1	21993	+	CHH	0	16	0	0
chr1	22002	+	CG	0	18	0	0
chr1	22006	+	CHH	0	17	0	0
chr1	22010	+	CHH	0	16	0	0
chr1	22068	+	CHH	0	14	0	0
chr1	22080	+	CHH	0	13	0	0
chr1	22083	+	CHH	0	13	0	0
chr1	22099	+	CHH	0	10	0	0
chr1	22114	+	CHH	0	8	0	0
chr1	22130	+	CHH	0	7	0	0
chr1	22131	+	CHH	0	7	0	0
chr1	22143	+	CHH	0	10	0	0
chr1	22144	+	CHH	0	10	0	0
chr1	22149	+	CG	0	10	0	0
chr1	22160	+	CHH	0	10	0	0
chr1	22164	+	CHH	0	9	0	0
chr1	22182	+	CG	0	9	0	0
chr1	22185	+	CG	0	9	0	0
chr1	22191	+	CHH	0	9	0	0
chr1	22192	+	CHH	0	9	0	0
chr1	22199	+	CG	0	8	0	0
chr1	22205	+	CHH	0	8	0	0
chr1	22211	+	CHH	0	8	0	0
chr1	22239	+	CHH	0	5	0	0
chr1	22245	+	CHH	0	7	0	0
chr1	22251	+	CG	0	9	0	0
chr1	22253	+	CHH	0	9	0	0
chr1	22263	+	CHH	0	9	0	0
chr1	22264	+	CHH	0	8	0	0
chr1	22266	+	CHH	0	8	0	0
chr1	22267	+	CHH	0	8	0	0
chr1	22269	+	CHH	0	8	0	0
chr1	22286	+	CG	0	8	0	0
chr1	22291	+	CHH	0	7	0	0
chr1	22297	+	CHH	0	7	0	0
chr1	22299	+	CHH	1	6	0.166667	0
chr1	22302	+	CHH	0	6	0	0
chr1	22305	+	CHH	0	7	0	0
chr1	22310	+	CHH	0	7	0	0
chr1	22320	+	CG	0	8	0	0
chr1	22322	+	CHH	0	9	0	0
chr1	22328	+	CHH	0	12	0	0
chr1	22337	+	CG	0	9	0	0
chr1	22349	+	CHH	0	12	0	0
chr1	22355	+	CHG	0	13	0	0
chr1	22362	+	CHH	0	12	0	0
chr1	22363	+	CHH	0	12	0	0
chr1	22367	+	CHH	0	13	0	0
chr1	22369	+	CHH	0	13	0	0
chr1	22371	+	CHH	0	14	0	0
chr1	22389	+	CG	0	16	0	0
chr1	22398	+	CHH	0	16	0	0
chr1	22410	+	CHH	0	20	0	0
chr1	22416	+	CG	0	18	0	0
chr1	22418	+	CHH	0	17	0	0
chr1	22419	+	CHH	0	17	0	0
chr1	22427	+	CHH	1	18	0.0555556	0
chr1	22430	+	CHH	0	17	0	0
chr1	22435	+	CHG	0	15	0	0
chr1	22438	+	CHH	0	15	0	0
chr1	22443	+	CHH	0	15	0	0
chr1	22448	+	CHH	0	15	0	0
chr1	22449	+	CHH	0	15	0	0
chr1	22456	+	CHH	0	16	0	0
chr1	22461	+	CHG	0	16	0	0
chr1	22464	+	CG	0	15	0	0
chr1	22469	+	CHH	0	13	0	0
chr1	22474	+	CHH	0	13	0	0
chr1	22481	+	CHH	0	12	0	0
chr1	22493	+	CHH	0	15	0	0
chr1	22497	+	CHG	0	15	0	0
chr1	22507	+	CHH	0	15	0	0
chr1	22515	+	CG	0	14	0	0
chr1	22518	+	CHH	0	14	0	0
chr1	22523	+	CHG	0	15	0	0
chr1	22533	+	CHH	0	15	0	0
chr1	22535	+	CG	0	16	0	0
chr1	22538	+	CHH	0	17	0	0
chr1	22563	+	CG	0	19	0	0
chr1	22566	+	CG	0	19	0	0
chr1	22576	+	CHH	0	17	0	0
chr1	22581	+	CHH	0	17	0	0
chr1	22656	+	CHH	0	15	0	0
chr1	22658	+	CG	0	15	0	0
chr1	22663	+	CG	0	14	0	0
chr1	22667	+	CHH	0	14	0	0
chr1	22668	+	CHH	0	14	0	0
chr1	22670	+	CHG	0	14	0	0
chr1	22678	+	CHG	0	12	0	0
chr1	22683	+	CHH	0	8	0	0
chr1	22689	+	CHH	0	5	0	0
chr1	22707	+	CHH	0	7	0	0
chr1	22708	+	CHH	0	7	0	0
chr1	22711	+	CHH	0	7	0	0
chr1	22712	+	CHH	0	7	0	0
chr1	22716	+	CHH	0	8	0	0
chr1	22718	+	CHH	0	8	0	0
chr1	22728	+	CHH	0	8	0	0
chr1	22729	+	CHH	0	8	0	0
chr1	22731	+	CHH	0	8	0	0
chr1	22736	+	CHG	0	10	0	0
chr1	22737	+	CG	0	10	0	0
chr1	22742	+	CHH	0	10	0	0
chr1	22744	+	CHH	0	9	0	0
chr1	22752	+	CHH	0	12	0	0
chr1	22755	+	CG	0	11	0	0
chr1	22765	+	CHH	0	14	0	0
chr1	22769	+	CHH	0	14	0	0
chr1	22777	+	CHG	0	14	0	0
chr1	22787	+	CG	0	14	0	0
chr1	22799	+	CG	0	14	0	0
chr1	22806	+	CHG	0	14	0	0
chr1	22813	+	CHH	0	13	0	0
chr1	22831	+	CG	0	11	0	0
chr1	22837	+	CG	0	10	0	0
chr1	22848	+	CHH	0	6	0	0
chr1	22881	+	CHH	0	5	0	0
chr1	22967	+	CHH	0	8	0	0
chr1	22972	+	CG	0	9	0	0
chr1	22982	+	CHH	1	9	0.111111	0
chr1	22983	+	CHH	0	9	0	0
chr1	22984	+	CHH	0	9	0	0
chr1	22993	+	CHG	0	9	0	0
chr1	23013	+	CHH	0	9	0	0
chr1	23020	+	CHH	0	7	0	0
chr1	23026	+	CG	0	8	0	0
chr1	23041	+	CHH	0	6	0	0
chr1	23042	+	CHH	0	5	0	0
chr1	23043	+	CHH	1	5	0.2	0
chr1	23046	+	CHG	0	5	0	0
chr1	23049	+	CHH	0	5	0	0
chr1	23100	+	CHH	0	6	0	0
chr1	23103	+	CHH	0	6	0	0
chr1	23108	+	CHG	0	8	0	0
chr1	23114	+	CHH	0	8	0	0
chr1	23118	+	CHH	0	9	0	0
chr1	23129	+	CHG	0	10	0	0
chr1	23133	+	CHH	0	10	0	0
chr1	23134	+	CHG	0	10	0	0
chr1	23151	+	CG	0	10	0	0
chr1	23163	+	CHG	0	10	0	0
chr1	23168	+	CHG	0	10	0	0
chr1	23180	+	CG	0	9	0	0
chr1	23187	+	CHG	0	8	0	0
chr1	23188	+	CG	0	8	0	0
chr1	23196	+	CHH	0	8	0	0
chr1	23198	+	CHG	0	6	0	0
chr1	23204	+	CHH	0	6	0	0
chr1	23206	+	CHH	0	6	0	0
chr1	23210	+	CHH	0	5	0	0
chr1	23212	+	CHH	0	6	0	0
chr1	23217	+	CHH	0	6	0	0
chr1	23229	+	CHH	0	5	0	0
chr1	23288	+	CHH	0	5	0	0
chr1	23290	+	CHH	0	5	0	0
chr1	23293	+	CHH	0	5	0	0
chr1	23325	+	CHH	0	5	0	0
chr1	23328	+	CHH	0	5	0	0
chr1	23337	+	CG	0	6	0	0
chr1	23344	+	CG	0	6	0	0
chr1	23390	+	CHH	0	6	0	0
chr1	23392	+	CHH	0	7	0	0
chr1	23394	+	CHH	0	7	0	0
chr1	23396	+	CHH	0	7	0	0
chr1	23397	+	CHH	0	7	0	0
chr1	23403	+	CHG	0	7	0	0
chr1	23414	+	CHH	0	7	0	0
chr1	23419	+	CHH	0	6	0	0
chr1	23421	+	CG	0	5	0	0
chr1	23537	+	CHH	0	13	0	0
chr1	23538	+	CHH	0	13	0	0
chr1	23547	+	CHH	0	16	0	0
chr1	23548	+	CHH	0	16	0	0
chr1	23550	+	CHH	0	16	0	0
chr1	23558	+	CHH	0	16	0	0
chr1	23559	+	CHH	0	16	0	0
chr1	23562	+	CHH	0	18	0	0
chr1	23570	+	CHH	0	18	0	0
chr1	23577	+	CHH	0	17	0	0
chr1	23581	+	CG	0	17	0	0
chr1	23587	+	CHH	0	17	0	0
chr1	23590	+	CHH	0	16	0	0
chr1	23592	+	CHH	0	15	0	0
chr1	23600	+	CHH	0	19	0	0
chr1	23605	+	CG	0	19	0	0
chr1	23612	+	CHH	0	18	0	0
chr1	23614	+	CG	0	18	0	0
chr1	23619	+	CHG	0	18	0	0
chr1	23630	+	CHH	0	19	0	0
chr1	23631	+	CHH	0	20	0	0
chr1	23634	+	CHH	0	20	0	0
chr1	23635	+	CHH	0	20	0	0
chr1	23637	+	CHG	0	20	0	0
chr1	23643	+	CHG	0	23	0	0
chr1	23647	+	CHH	0	26	0	0
chr1	23655	+	CHH	0	27	0	0
chr1	23656	+	CHH	2	27	0.0740741	0
chr1	23658	+	CHG	0	27	0	0
chr1	23668	+	CG	0	30	0	0
chr1	23671	+	CG	0	30	0	0
chr1	23674	+	CHH	1	29	0.0344828	0
chr1	23677	+	CHH	0	28	0	0
chr1	23689	+	CG	0	24	0	0
chr1	23702	+	CHH	0	23	0	0
chr1	23704	+	CHH	1	23	0.0434783	0
chr1	23719	+	CHH	0	22	0	0
chr1	23725	+	CG	0	23	0	0
chr1	23734	+	CHH	0	22	0	0
chr1	23738	+	CHH	1	19	0.0526316	0
chr1	23739	+	CHH	0	19	0	0
chr1	23743	+	CHH	0	18	0	0
chr1	23749	+	CG	0	19	0	0
chr1	23754	+	CHG	0	17	0	0
chr1	23760	+	CHH	0	18	0	0
chr1	23761	+	CHH	0	20	0	0
chr1	23766	+	CHH	0	21	0	0
chr1	23768	+	CHH	0	21	0	0
chr1	23773	+	CHH	1	20	0.05	0
chr1	23776	+	CG	0	20	0	0
chr1	23784	+	CHG	0	23	0	0
chr1	23790	+	CHH	0	26	0	0
chr1	23792	+	CHH	0	28	0	0
chr1	23793	+	CHH	0	29	0	0
chr1	23795	+	CHG	0	29	0	0
chr1	23805	+	CHH	0	30	0	0
chr1	23814	+	CHG	0	32	0	0
