chr	start	end	DMR_number	cumulative_pos
chr4	4300001	4400000	42	77935790
chr4	4400001	4500000	57	78035790
chr4	4500001	4600000	55	78135790
chr4	4600001	4700000	78	78235790
chr4	4700001	4800000	37	78335790
chr4	4800001	4900000	66	78435790
chr4	4900001	5000000	87	78535790
chr4	5000001	5100000	53	78635790
chr4	5100001	5200000	78	78735790
chr4	5200001	5300000	55	78835790
chr4	5300001	5400000	79	78935790
chr4	5400001	5500000	62	79035790
chr4	5500001	5600000	54	79135790
chr4	5600001	5700000	62	79235790
chr4	5700001	5800000	60	79335790
chr4	5800001	5900000	67	79435790
chr4	5900001	6000000	55	79535790
chr4	6000001	6100000	58	79635790
chr4	6100001	6200000	65	79735790
chr4	6200001	6300000	42	79835790
chr4	6300001	6400000	53	79935790
chr4	6400001	6500000	39	80035790
chr4	6500001	6600000	50	80135790
chr4	6600001	6700000	42	80235790
chr4	6700001	6800000	27	80335790
chr4	6800001	6900000	35	80435790
chr4	6900001	7000000	34	80535790
chr4	7000001	7100000	42	80635790
chr4	7100001	7200000	42	80735790
chr4	7200001	7300000	42	80835790
chr4	7300001	7400000	30	80935790
chr4	7400001	7500000	30	81035790
chr4	7500001	7600000	43	81135790
chr4	7600001	7700000	44	81235790
chr4	7700001	7800000	32	81335790
chr4	7800001	7900000	42	81435790
chr4	7900001	8000000	30	81535790
chr4	8000001	8100000	13	81635790
chr4	8100001	8200000	19	81735790
chr4	8200001	8300000	9	81835790
chr4	8300001	8400000	19	81935790
chr4	8400001	8500000	16	82035790
chr4	8500001	8600000	25	82135790
chr4	8600001	8700000	14	82235790
chr4	8700001	8800000	46	82335790
chr4	8800001	8900000	37	82435790
chr4	8900001	9000000	20	82535790
chr4	9000001	9100000	32	82635790
chr4	9100001	9200000	23	82735790
chr4	9200001	9300000	8	82835790
chr4	9300001	9400000	9	82935790
chr4	9400001	9500000	21	83035790
chr4	9500001	9600000	16	83135790
chr4	9600001	9700000	5	83235790
chr4	9700001	9800000	25	83335790
chr4	9800001	9900000	11	83435790
chr4	9900001	10000000	27	83535790
chr4	10000001	10100000	6	83635790
chr4	10100001	10200000	15	83735790
chr4	10200001	10300000	16	83835790
chr4	10300001	10400000	14	83935790
chr4	10400001	10500000	9	84035790
chr4	10500001	10600000	25	84135790
chr4	10600001	10700000	23	84235790
chr4	10700001	10800000	24	84335790
chr4	10800001	10900000	17	84435790
chr4	10900001	11000000	20	84535790
chr4	11000001	11100000	25	84635790
chr4	11100001	11200000	20	84735790
chr4	11200001	11300000	26	84835790
chr4	11300001	11400000	28	84935790
chr4	11400001	11500000	9	85035790
chr4	11500001	11600000	7	85135790
chr4	11600001	11700000	24	85235790
chr4	11700001	11800000	12	85335790
chr4	11800001	11900000	20	85435790
chr4	11900001	12000000	14	85535790
chr4	12000001	12100000	13	85635790
chr4	12100001	12200000	10	85735790
chr4	12200001	12300000	8	85835790
chr4	12300001	12400000	11	85935790
chr4	12400001	12500000	9	86035790
chr4	12500001	12600000	8	86135790
chr4	12600001	12700000	7	86235790
chr4	12700001	12800000	13	86335790
chr4	12800001	12900000	9	86435790
chr4	12900001	13000000	15	86535790
chr4	13000001	13100000	4	86635790
chr4	13100001	13200000	6	86735790
chr4	13200001	13300000	18	86835790
chr4	13300001	13400000	10	86935790
chr4	13400001	13500000	7	87035790
chr4	13500001	13600000	6	87135790
chr4	13600001	13700000	7	87235790
chr4	13700001	13800000	11	87335790
chr4	13800001	13900000	8	87435790
chr4	13900001	14000000	8	87535790
chr4	14000001	14100000	3	87635790
chr4	14100001	14200000	9	87735790
chr4	14200001	14300000	10	87835790
chr4	14300001	14400000	23	87935790
chr4	14400001	14500000	10	88035790
chr4	14500001	14600000	10	88135790
chr4	14600001	14700000	7	88235790
chr4	14700001	14800000	12	88335790
chr4	14800001	14900000	7	88435790
chr4	14900001	15000000	9	88535790
chr4	15000001	15100000	6	88635790
chr4	15100001	15200000	0	88735790
chr4	15200001	15300000	2	88835790
chr4	15300001	15400000	7	88935790
chr4	15400001	15500000	12	89035790
chr4	15500001	15600000	18	89135790
chr4	15600001	15700000	9	89235790
chr4	15700001	15800000	1	89335790
chr4	15800001	15900000	8	89435790
chr4	15900001	16000000	4	89535790
chr4	16000001	16100000	6	89635790
chr4	16100001	16200000	2	89735790
chr4	16200001	16300000	5	89835790
chr4	16300001	16400000	8	89935790
chr4	16400001	16500000	4	90035790
chr4	16500001	16600000	10	90135790
chr4	16600001	16700000	1	90235790
chr4	16700001	16800000	6	90335790
chr4	16800001	16900000	11	90435790
chr4	16900001	17000000	1	90535790
chr4	17000001	17100000	3	90635790
chr4	17100001	17200000	7	90735790
chr4	17200001	17300000	10	90835790
chr4	17300001	17400000	6	90935790
chr4	17400001	17500000	9	91035790
chr4	17500001	17600000	11	91135790
chr4	17600001	17700000	10	91235790
chr4	17700001	17800000	7	91335790
chr4	17800001	17900000	12	91435790
chr4	17900001	18000000	1	91535790
chr4	18000001	18100000	3	91635790
chr4	18100001	18200000	0	91735790
chr4	18200001	18300000	10	91835790
chr4	18300001	18400000	6	91935790
chr4	18400001	18500000	19	92035790
chr4	18500001	18585056	14	92128318
chr5	1	100000	5	92220846
chr5	100001	200000	8	92320846
chr5	200001	300000	3	92420846
chr5	300001	400000	14	92520846
chr5	400001	500000	4	92620846
chr5	500001	600000	3	92720846
chr5	600001	700000	5	92820846
chr5	700001	800000	12	92920846
chr5	800001	900000	3	93020846
chr5	900001	1000000	1	93120846
chr5	1000001	1100000	11	93220846
chr5	1100001	1200000	7	93320846
chr5	1200001	1300000	6	93420846
chr5	1300001	1400000	9	93520846
chr5	1400001	1500000	9	93620846
chr5	1500001	1600000	8	93720846
chr5	1600001	1700000	10	93820846
chr5	1700001	1800000	3	93920846
chr5	1800001	1900000	11	94020846
chr5	1900001	2000000	6	94120846
chr5	2000001	2100000	6	94220846
chr5	2100001	2200000	13	94320846
chr5	2200001	2300000	19	94420846
chr5	2300001	2400000	6	94520846
chr5	2400001	2500000	7	94620846
chr5	2500001	2600000	5	94720846
chr5	2600001	2700000	4	94820846
chr5	2700001	2800000	2	94920846
chr5	2800001	2900000	13	95020846
chr5	2900001	3000000	5	95120846
chr5	3000001	3100000	9	95220846
chr5	3100001	3200000	7	95320846
chr5	3200001	3300000	12	95420846
chr5	3300001	3400000	3	95520846
chr5	3400001	3500000	2	95620846
chr5	3500001	3600000	7	95720846
chr5	3600001	3700000	8	95820846
chr5	3700001	3800000	8	95920846
chr5	3800001	3900000	7	96020846
chr5	3900001	4000000	13	96120846
chr5	4000001	4100000	7	96220846
chr5	4100001	4200000	3	96320846
chr5	4200001	4300000	10	96420846
chr5	4300001	4400000	8	96520846
chr5	4400001	4500000	8	96620846
chr5	4500001	4600000	7	96720846
chr5	4600001	4700000	8	96820846
chr5	4700001	4800000	16	96920846
chr5	4800001	4900000	3	97020846
chr5	4900001	5000000	15	97120846
chr5	5000001	5100000	8	97220846
chr5	5100001	5200000	15	97320846
chr5	5200001	5300000	13	97420846
chr5	5300001	5400000	10	97520846
chr5	5400001	5500000	9	97620846
chr5	5500001	5600000	7	97720846
chr5	5600001	5700000	16	97820846
chr5	5700001	5800000	15	97920846
chr5	5800001	5900000	16	98020846
chr5	5900001	6000000	12	98120846
chr5	6000001	6100000	11	98220846
chr5	6100001	6200000	15	98320846
chr5	6200001	6300000	9	98420846
chr5	6300001	6400000	11	98520846
chr5	6400001	6500000	27	98620846
chr5	6500001	6600000	8	98720846
chr5	6600001	6700000	14	98820846
chr5	6700001	6800000	6	98920846
chr5	6800001	6900000	7	99020846
chr5	6900001	7000000	12	99120846
chr5	7000001	7100000	26	99220846
chr5	7100001	7200000	14	99320846
chr5	7200001	7300000	9	99420846
chr5	7300001	7400000	21	99520846
chr5	7400001	7500000	24	99620846
chr5	7500001	7600000	8	99720846
chr5	7600001	7700000	24	99820846
chr5	7700001	7800000	23	99920846
chr5	7800001	7900000	25	100020846
chr5	7900001	8000000	21	100120846
chr5	8000001	8100000	12	100220846
chr5	8100001	8200000	27	100320846
chr5	8200001	8300000	32	100420846
chr5	8300001	8400000	35	100520846
chr5	8400001	8500000	16	100620846
chr5	8500001	8600000	33	100720846
chr5	8600001	8700000	30	100820846
chr5	8700001	8800000	36	100920846
chr5	8800001	8900000	39	101020846
chr5	8900001	9000000	26	101120846
chr5	9000001	9100000	43	101220846
chr5	9100001	9200000	41	101320846
chr5	9200001	9300000	55	101420846
chr5	9300001	9400000	68	101520846
chr5	9400001	9500000	25	101620846
chr5	9500001	9600000	34	101720846
chr5	9600001	9700000	37	101820846
chr5	9700001	9800000	59	101920846
chr5	9800001	9900000	67	102020846
chr5	9900001	10000000	56	102120846
chr5	10000001	10100000	66	102220846
chr5	10100001	10200000	62	102320846
chr5	10200001	10300000	80	102420846
chr5	10300001	10400000	43	102520846
chr5	10400001	10500000	47	102620846
chr5	10500001	10600000	67	102720846
chr5	10600001	10700000	50	102820846
chr5	10700001	10800000	56	102920846
chr5	10800001	10900000	63	103020846
chr5	10900001	11000000	69	103120846
chr5	11000001	11100000	47	103220846
chr5	11100001	11200000	53	103320846
chr5	11200001	11300000	45	103420846
chr5	11300001	11400000	61	103520846
chr5	11400001	11500000	68	103620846
chr5	11500001	11600000	53	103720846
chr5	11600001	11700000	38	103820846
chr5	11700001	11800000	23	103920846
chr5	11800001	11900000	7	104020846
chr5	11900001	12000000	23	104120846
chr5	12000001	12100000	48	104220846
chr5	12100001	12200000	37	104320846
chr5	12200001	12300000	56	104420846
chr5	12300001	12400000	56	104520846
chr5	12400001	12500000	64	104620846
chr5	12500001	12600000	57	104720846
chr5	12600001	12700000	60	104820846
chr5	12700001	12800000	50	104920846
chr5	12800001	12900000	126	105020846
chr5	12900001	13000000	52	105120846
chr5	13000001	13100000	78	105220846
chr5	13100001	13200000	60	105320846
chr5	13200001	13300000	37	105420846
chr5	13300001	13400000	63	105520846
chr5	13400001	13500000	44	105620846
chr5	13500001	13600000	74	105720846
chr5	13600001	13700000	71	105820846
chr5	13700001	13800000	67	105920846
chr5	13800001	13900000	73	106020846
chr5	13900001	14000000	66	106120846
chr5	14000001	14100000	62	106220846
chr5	14100001	14200000	66	106320846
chr5	14200001	14300000	69	106420846
chr5	14300001	14400000	125	106520846
chr5	14400001	14500000	51	106620846
chr5	14500001	14600000	40	106720846
chr5	14600001	14700000	76	106820846
chr5	14700001	14800000	35	106920846
chr5	14800001	14900000	43	107020846
chr5	14900001	15000000	44	107120846
chr5	15000001	15100000	81	107220846
chr5	15100001	15200000	72	107320846
chr5	15200001	15300000	52	107420846
chr5	15300001	15400000	30	107520846
chr5	15400001	15500000	31	107620846
chr5	15500001	15600000	38	107720846
chr5	15600001	15700000	39	107820846
chr5	15700001	15800000	35	107920846
chr5	15800001	15900000	41	108020846
chr5	15900001	16000000	33	108120846
chr5	16000001	16100000	34	108220846
chr5	16100001	16200000	36	108320846
chr5	16200001	16300000	13	108420846
chr5	16300001	16400000	20	108520846
chr5	16400001	16500000	14	108620846
chr5	16500001	16600000	25	108720846
chr5	16600001	16700000	16	108820846
chr5	16700001	16800000	20	108920846
chr5	16800001	16900000	27	109020846
chr5	16900001	17000000	31	109120846
chr5	17000001	17100000	57	109220846
chr5	17100001	17200000	31	109320846
chr5	17200001	17300000	49	109420846
chr5	17300001	17400000	19	109520846
chr5	17400001	17500000	53	109620846
chr5	17500001	17600000	19	109720846
chr5	17600001	17700000	16	109820846
chr5	17700001	17800000	20	109920846
chr5	17800001	17900000	34	110020846
chr5	17900001	18000000	27	110120846
chr5	18000001	18100000	15	110220846
chr5	18100001	18200000	21	110320846
chr5	18200001	18300000	16	110420846
chr5	18300001	18400000	28	110520846
chr5	18400001	18500000	34	110620846
chr5	18500001	18600000	24	110720846
chr5	18600001	18700000	18	110820846
chr5	18700001	18800000	11	110920846
chr5	18800001	18900000	14	111020846
chr5	18900001	19000000	21	111120846
chr5	19000001	19100000	26	111220846
chr5	19100001	19200000	33	111320846
chr5	19200001	19300000	11	111420846
chr5	19300001	19400000	13	111520846
chr5	19400001	19500000	52	111620846
chr5	19500001	19600000	22	111720846
chr5	19600001	19700000	18	111820846
chr5	19700001	19800000	26	111920846
chr5	19800001	19900000	21	112020846
chr5	19900001	20000000	21	112120846
chr5	20000001	20100000	10	112220846
chr5	20100001	20200000	21	112320846
chr5	20200001	20300000	21	112420846
chr5	20300001	20400000	12	112520846
chr5	20400001	20500000	28	112620846
chr5	20500001	20600000	31	112720846
chr5	20600001	20700000	32	112820846
chr5	20700001	20800000	13	112920846
chr5	20800001	20900000	6	113020846
chr5	20900001	21000000	3	113120846
chr5	21000001	21100000	15	113220846
chr5	21100001	21200000	20	113320846
chr5	21200001	21300000	9	113420846
chr5	21300001	21400000	14	113520846
chr5	21400001	21500000	14	113620846
chr5	21500001	21600000	17	113720846
chr5	21600001	21700000	12	113820846
chr5	21700001	21800000	15	113920846
chr5	21800001	21900000	28	114020846
chr5	21900001	22000000	11	114120846
chr5	22000001	22100000	10	114220846
chr5	22100001	22200000	12	114320846
chr5	22200001	22300000	12	114420846
chr5	22300001	22400000	13	114520846
chr5	22400001	22500000	6	114620846
chr5	22500001	22600000	14	114720846
chr5	22600001	22700000	15	114820846
chr5	22700001	22800000	14	114920846
chr5	22800001	22900000	12	115020846
chr5	22900001	23000000	5	115120846
chr5	23000001	23100000	10	115220846
chr5	23100001	23200000	10	115320846
chr5	23200001	23300000	11	115420846
chr5	23300001	23400000	7	115520846
chr5	23400001	23500000	3	115620846
chr5	23500001	23600000	8	115720846
chr5	23600001	23700000	7	115820846
chr5	23700001	23800000	5	115920846
chr5	23800001	23900000	4	116020846
chr5	23900001	24000000	4	116120846
chr5	24000001	24100000	11	116220846
chr5	24100001	24200000	11	116320846
chr5	24200001	24300000	7	116420846
chr5	24300001	24400000	22	116520846
chr5	24400001	24500000	13	116620846
chr5	24500001	24600000	9	116720846
chr5	24600001	24700000	4	116820846
chr5	24700001	24800000	5	116920846
chr5	24800001	24900000	7	117020846
chr5	24900001	25000000	6	117120846
chr5	25000001	25100000	6	117220846
chr5	25100001	25200000	6	117320846
chr5	25200001	25300000	7	117420846
chr5	25300001	25400000	8	117520846
chr5	25400001	25500000	10	117620846
chr5	25500001	25600000	7	117720846
chr5	25600001	25700000	7	117820846
chr5	25700001	25800000	4	117920846
chr5	25800001	25900000	15	118020846
chr5	25900001	26000000	14	118120846
chr5	26000001	26100000	13	118220846
chr5	26100001	26200000	8	118320846
chr5	26200001	26300000	11	118420846
chr5	26300001	26400000	0	118520846
chr5	26400001	26500000	7	118620846
chr5	26500001	26600000	2	118720846
chr5	26600001	26700000	7	118820846
chr5	26700001	26800000	6	118920846
chr5	26800001	26900000	13	119020846
chr5	26900001	26975502	2	119108597
